BPM,Mean RR,HRV,P-Peak,T-Peak,R-Peak,S-Peak,Q-Peak,QRS Interval,QT Interval
672,73.4054054054054,50.16699650516423,1.0,1.0,1.0,0.0,0.0453479280688037,4.53479280688037,95.46520719311962
